names-seq	TempDenDG	SomBuLong1	SomSurfCGL1	DenLen1Tem	DenSurf1Tem	LongPlusLongBulle	SurfPlusLongBulle	Den_Reg1	Den_Reg2	Den_Reg3	Den_Reg4	Den_Reg5	Den_Reg6	PcA	PcT	PcG	PcC	PcAA	PcAT	PcAG	PcAC	PcTA	PcTT	PcTG	PcTC	PcGA	PcGT	PcGG	PcGC	PcCA	PcCT	PcCG	PcCC	diffCGMax%Bu	%CMaxBu	%GMinBu	diffCGmoy%	%CMoyBu	%GMoyBu	%AMoyBu	%TMoyBu	Nb_Reg1Bu	Nb_Reg2Bu	Nb_Reg3Bu	Nb_Reg4Bu	Nb_Reg5Bu	Nb_Reg6Bu	PcTTT	PcTTC	PcTTA	PcTTG	PcCTT	PcCTC	PcCTA	PcCTG	PcATT	PcATC	PcATA	PcATG	PcGTT	PcGTC	PcGTA	PcGTG	PcTAT	PcTAC	PcTAA	PcTAG	PcCAT	PcCAC	PcCAA	PcCAG	PcAAT	PcAAC	PcAAA	PcAAG	PcGAT	PcGAC	PcGAA	PcGAG	PcTCT	PcTCC	PcTCA	PcTCG	PcCCT	PcCCC	PcCCA	PcCCG	PcACT	PcACC	PcACA	PcACG	PcGCT	PcGCC	PcGCA	PcGCG	PcTGT	PcTGC	PcTGA	PcTGG	PcCGT	PcCGC	PcCGA	PcCGG	PcAGT	PcAGC	PcAGA	PcAGG	PcGGT	PcGGC	PcGGA	PcGGG
T069	-249.37888198757764	220	1912.8205128205088	683.2298136645962	5940.43637521897	174	1821.7948717948675	136.65	49.69	31.06	21.74	9.32	3.11	23.6	31.37	18.63	26.4	4.98	7.79	3.12	5.61	5.3	8.72	6.23	6.85	4.36	4.98	1.56	7.17	6.85	5.3	7.17	4.98	23.07692307692308	0.3717948717948718	0.1282051282051282	10.470085470085474	0.2690834070144415	0.16438255231358678	0.268788682581786	0.2977453580901857	35	15	10	7	3	1	3.73	1.55	2.8	2.17	1.24	1.24	1.24	1.55	3.42	2.17	0.93	1.24	1.86	1.55	0.31	0.93	1.55	1.24	1.55	0.93	2.8	0.93	1.86	0.62	1.86	1.86	1.86	0.93	1.55	0.93	1.24	0.62	1.86	1.86	1.55	1.55	0.93	1.86	0.62	2.8	1.24	0.0	1.86	2.17	1.24	2.48	2.48	0.62	1.55	1.86	1.86	0.62	1.55	2.8	1.86	0.93	1.24	1.55	0.31	0.0	0.31	0.93	0.31	0.62
T039	-383.0957230142566	94	817.9487179487182	191.4460285132383	1665.8833359444366	90	814.1025641025644	112.02	42.77	26.48	16.29	6.11	2.04	19.55	21.79	31.57	27.09	3.88	4.49	5.51	4.9	3.06	4.49	8.57	4.9	7.96	5.71	5.31	11.02	3.88	6.12	10.82	5.31	15.384615384615385	0.3205128205128205	0.16666666666666666	9.045584045584047	0.29045584045584044	0.2	0.1911680911680912	0.3183760683760684	27	10	5	3	2	1	0.81	1.63	1.02	1.83	2.04	1.02	0.81	2.24	1.02	1.22	0.81	1.43	1.22	1.02	0.41	2.65	1.63	0.81	0.2	0.41	0.41	0.2	1.02	2.04	0.2	1.63	0.81	1.83	2.24	2.04	2.44	1.02	0.81	1.43	1.02	1.63	2.24	1.02	0.81	2.24	0.61	1.43	0.81	2.04	2.44	2.44	1.22	4.28	0.81	3.05	2.44	2.04	2.44	3.67	2.24	2.24	1.02	2.04	1.63	0.81	1.43	2.04	1.63	1.22
T045	-308.6172344689378	319	2864.1025641025594	639.2785571142284	5739.684497199518	275	2812.820512820509	116.23	54.11	20.04	12.02	4.01	0.0	27.45	18.84	24.45	29.26	7.23	4.42	4.82	8.03	3.61	3.21	7.63	3.61	6.22	2.81	5.62	9.44	7.43	7.63	6.02	6.83	23.07692307692308	0.38461538461538464	0.14102564102564102	10.228438228438225	0.3223310023310023	0.22004662004662004	0.30303030303030304	0.1545920745920746	43	19	7	4	2	0	0.8	1.6	0.6	1.0	1.4	0.4	1.2	4.61	0.8	1.2	1.2	1.2	1.0	0.4	0.6	0.8	0.8	1.4	1.4	0.0	1.0	1.8	2.2	2.2	1.2	3.21	2.81	2.0	1.4	1.4	2.81	0.6	0.8	1.2	0.8	0.8	1.8	1.2	3.01	1.8	1.6	3.21	1.6	1.6	3.21	2.4	2.0	1.8	0.2	2.61	2.2	2.61	1.0	2.0	1.0	2.0	0.0	2.2	1.6	1.0	1.6	2.61	1.4	0.4
T066	-211.04166666666663	72	278.20512820512823	150.0	579.5940170940171	69	276.92307692307696	66.67	20.83	4.17	0.0	0.0	0.0	33.96	29.58	21.25	15.21	9.6	11.06	6.05	4.8	7.72	6.89	7.72	4.59	7.52	5.22	3.97	3.76	6.47	3.97	2.71	1.88	8.974358974358974	0.2307692307692308	0.1282051282051282	4.013377926421405	0.19230769230769232	0.15217391304347827	0.36046079524340396	0.2950575994054255	9	3	0	0	0	0	2.5	0.83	2.92	2.29	1.25	0.83	0.83	0.83	2.29	2.29	2.5	3.54	2.5	0.62	1.04	0.83	2.71	1.04	3.12	0.62	1.88	1.04	2.5	0.83	3.54	1.88	2.5	2.71	2.71	0.62	2.29	1.67	0.62	0.83	2.5	0.62	0.62	0.21	0.62	0.62	1.04	0.42	1.88	0.83	1.67	0.62	0.83	0.62	1.25	1.67	2.92	1.88	1.25	0.62	0.0	0.83	1.25	0.83	2.92	1.04	1.46	0.62	1.67	0.62
T086	-341.6309012875536	216	891.0256410256408	309.0128755364807	1274.7147940280984	52	508.9743589743589	108.73	38.63	22.89	10.01	5.72	0.0	21.89	25.46	26.9	25.75	5.3	5.73	4.87	4.87	5.01	5.59	7.59	6.16	5.01	6.45	4.58	10.03	5.44	6.45	9.03	3.72	6.41025641025641	0.3205128205128205	0.2307692307692308	3.3530571992110456	0.29659763313609466	0.2630670611439842	0.1711045364891519	0.2692307692307692	11	0	0	0	0	0	1.14	1.57	1.86	1.72	1.57	1.0	1.29	2.58	0.86	1.72	1.29	1.86	2.72	1.72	0.57	1.43	1.72	1.86	1.0	0.43	1.14	0.43	2.15	1.72	1.57	1.72	0.86	1.57	1.29	0.86	1.72	1.14	2.29	1.14	1.0	1.57	0.57	0.86	1.0	1.86	1.29	0.86	1.0	1.57	2.15	1.43	2.43	3.43	1.86	2.86	1.43	1.43	2.15	3.15	1.72	1.57	0.57	2.0	0.86	1.43	1.86	1.57	1.0	0.86
T063	-333.1529093369418	0	0.0	0.0	0.0	0	0.0	81.19	17.59	2.71	0.0	0.0	0.0	21.79	29.36	29.09	19.76	4.47	8.27	3.52	3.52	5.28	8.27	7.86	4.74	5.56	5.42	8.54	8.13	4.47	4.2	7.72	2.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	2.98	1.62	2.84	2.3	1.49	0.41	0.41	1.89	3.11	1.62	0.95	2.57	2.17	1.08	1.08	1.08	2.3	0.68	1.22	0.95	1.76	0.81	0.68	1.22	1.35	1.22	1.76	0.95	2.57	0.81	1.62	0.41	1.22	0.95	1.08	1.49	0.95	0.68	0.68	1.08	0.95	0.81	0.68	1.08	1.08	0.95	2.03	3.79	1.08	1.35	1.62	3.79	0.81	1.89	1.89	2.98	0.68	1.08	0.14	1.62	2.84	3.65	1.89	1.35
T098	-293.9675174013921	313	2914.102564102565	726.2180974477959	6761.258849425904	174	1967.9487179487191	146.17	62.65	18.56	4.64	2.32	0.0	23.9	23.9	22.74	29.47	4.19	7.21	5.35	6.51	6.05	5.58	4.65	6.74	5.12	4.19	4.19	8.37	7.91	6.05	7.44	6.74	19.23076923076923	0.3974358974358974	0.16666666666666666	11.310050103153555	0.3503536693191865	0.23725316828765106	0.20041261420571765	0.21198054818744475	37	15	6	2	1	0	0.93	1.86	1.62	2.09	2.09	2.09	0.7	1.16	1.86	2.09	2.09	1.16	1.62	0.7	1.62	0.23	1.62	1.39	2.09	0.93	2.09	2.09	0.93	2.78	1.39	1.86	0.7	0.93	2.09	1.16	1.16	0.7	1.16	1.86	2.09	1.62	2.55	1.16	2.32	1.62	0.0	2.09	1.39	3.02	2.32	2.78	2.09	1.16	0.46	0.7	1.86	1.62	1.39	2.78	1.16	1.86	0.93	2.78	0.93	0.7	1.16	1.86	1.16	0.93
T050	-334.688995215311	248	1753.8461538461536	593.3014354066986	4195.804195804195	183	1470.5128205128199	126.79	69.38	35.89	21.53	9.57	4.78	24.64	20.57	27.03	27.75	5.04	5.28	6.24	6.0	4.56	3.6	6.71	5.04	5.28	7.43	5.28	9.11	7.91	3.6	8.63	6.0	17.948717948717945	0.38461538461538464	0.14102564102564102	8.035589183130165	0.3042594927840829	0.22390360095278128	0.2499649712764467	0.22187193498668906	37	22	15	9	4	2	0.72	0.96	1.2	1.2	0.0	0.48	1.2	1.91	2.15	0.96	0.48	1.67	1.2	2.63	1.67	1.67	1.91	0.72	0.96	0.72	0.96	2.63	1.91	2.15	0.96	1.91	1.91	1.91	1.44	0.48	1.91	1.2	0.48	0.96	1.91	1.67	0.72	1.67	1.44	3.59	1.2	2.15	1.67	0.72	1.2	2.63	2.63	2.15	1.67	2.15	1.44	1.44	1.67	3.59	0.96	2.39	1.91	1.67	1.2	1.44	1.91	1.67	1.67	0.0
T002	-306.26304801670153	282	1644.8717948717947	588.7265135699373	3433.970344199989	161	1073.0769230769238	114.82	60.54	39.67	25.05	16.7	8.35	25.26	25.68	24.22	24.84	6.49	6.9	4.18	5.02	5.02	6.28	6.49	6.07	5.86	5.86	3.56	8.16	5.44	4.81	9.21	4.81	12.82051282051282	0.28205128205128205	0.1282051282051282	6.665074056378407	0.252269469660774	0.18561872909698995	0.2818920210224558	0.2802197802197802	30	17	11	7	6	4	1.67	2.09	2.09	1.25	1.25	0.84	0.63	2.09	2.3	1.88	1.04	1.67	1.88	1.25	1.25	1.25	2.3	1.04	1.46	0.21	1.88	1.04	1.46	1.04	0.84	1.88	2.3	2.51	1.88	1.04	2.51	0.42	1.04	1.25	1.04	2.71	0.84	0.63	1.88	2.09	0.42	1.67	1.04	1.88	2.51	1.67	1.46	2.51	1.25	1.88	1.67	1.67	2.71	2.92	2.09	1.25	1.04	1.67	0.84	0.63	0.84	1.46	1.25	0.84
T016	-311.8236472945892	172	902.564102564102	344.68937875751504	1808.7456965212466	82	570.5128205128201	124.25	58.12	30.06	18.04	14.03	8.02	27.25	23.45	26.05	23.25	7.03	5.82	6.63	5.42	4.62	4.02	6.63	7.03	6.43	7.83	5.02	5.42	6.83	4.62	6.43	5.02	14.102564102564099	0.35897435897435903	0.20512820512820512	6.957473420888058	0.3058161350844278	0.2362414008755472	0.29362101313320826	0.16432145090681674	23	9	5	4	3	1	1.2	1.0	0.8	1.8	0.6	1.4	1.0	1.4	1.8	2.4	1.0	0.6	1.2	2.0	1.8	2.61	1.8	0.6	1.2	1.0	1.0	1.0	3.01	1.8	1.8	1.6	1.8	2.4	1.2	2.2	1.6	1.2	1.0	1.6	2.4	2.0	1.2	0.4	2.0	1.6	0.8	1.6	1.4	1.6	1.6	1.6	1.0	1.2	0.8	1.4	2.2	2.2	2.61	1.2	1.6	1.0	2.0	1.4	1.4	1.4	2.2	1.4	1.0	1.0
T007	-286.5731462925852	185	1279.4871794871788	370.74148296593177	2564.1025641025626	102	919.2307692307686	86.17	36.07	24.05	20.04	16.03	12.02	28.46	27.05	23.45	21.04	6.63	7.03	6.02	6.02	6.02	7.43	6.43	4.82	6.83	4.62	5.02	6.43	6.02	5.62	5.62	3.21	19.230769230769234	0.3333333333333333	0.1282051282051282	9.01206636500754	0.2682252388134741	0.1781045751633987	0.29009552538964306	0.26357466063348417	22	14	12	10	8	6	2.2	1.0	2.61	2.2	1.8	1.6	0.0	2.2	2.0	1.6	1.8	1.6	2.0	0.6	1.6	0.4	1.6	1.2	2.81	0.4	1.6	1.2	1.2	2.0	2.4	1.8	2.81	1.6	1.4	1.6	1.8	1.8	1.2	0.6	2.2	0.6	0.8	0.6	1.2	1.2	2.0	1.0	1.2	1.8	1.4	1.6	1.4	2.0	1.0	1.2	1.8	2.4	1.2	1.4	2.0	1.0	1.6	1.0	2.0	1.2	0.8	2.81	0.8	0.4
T100	-295.5650929899857	246	1324.358974358974	351.93133047210296	1894.6480319870875	75	469.23076923076934	117.31	41.49	8.58	1.43	0.0	0.0	26.32	27.61	23.18	22.89	6.59	7.31	5.01	5.3	6.16	6.45	6.45	5.87	6.3	5.59	4.73	5.73	5.3	5.59	6.16	4.87	14.102564102564099	0.3205128205128205	0.1794871794871795	6.256410256410263	0.2964102564102564	0.2338461538461538	0.21230769230769228	0.2574358974358974	17	8	0	0	0	0	2.58	1.72	2.43	1.29	1.86	0.57	1.29	1.86	2.15	2.29	1.14	1.57	1.43	1.29	1.14	1.72	2.15	1.29	2.0	0.57	1.0	1.29	1.29	1.72	2.86	1.86	1.86	1.14	1.14	0.86	2.72	1.57	0.86	2.0	2.29	0.72	1.72	1.0	0.72	2.15	1.0	1.29	1.29	1.43	2.0	1.29	0.72	1.72	1.57	1.0	1.57	2.29	1.43	1.43	2.0	1.29	1.0	1.72	1.0	1.0	1.57	1.57	1.43	0.86
T003	-219.81382978723408	0	0.0	0.0	0.0	0	0.0	63.83	11.97	2.66	0.0	0.0	0.0	33.91	30.19	21.94	13.96	9.45	10.39	7.46	3.06	8.12	7.86	7.72	4.13	7.99	5.19	3.6	4.53	4.79	4.39	2.53	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	1.99	1.33	2.93	2.93	1.46	0.53	1.33	1.06	3.99	1.73	2.13	2.53	1.6	0.53	1.73	1.06	2.66	1.06	2.93	1.46	1.73	0.13	1.33	1.6	3.86	1.06	3.19	3.06	2.13	0.8	3.72	1.33	0.8	0.53	1.73	1.06	0.66	0.27	0.8	0.4	0.8	0.93	0.93	0.4	2.13	0.4	1.33	0.66	1.99	1.46	3.06	1.2	0.4	0.66	0.8	0.53	1.6	1.2	2.66	1.73	1.2	1.06	1.2	0.66
T017	-266.86746987951807	222	1028.2051282051273	445.78313253012044	2064.6689321388103	132	687.1794871794864	98.39	36.14	20.08	6.02	4.02	2.01	25.5	26.51	23.69	24.3	6.44	5.23	5.23	7.04	4.83	6.84	6.24	6.44	4.83	5.84	4.63	7.24	7.85	6.64	6.44	2.82	10.256410256410255	0.3205128205128205	0.1282051282051282	5.205905205905209	0.2601981351981352	0.20813908313908314	0.25485625485625485	0.2768065268065268	22	9	5	0	0	0	1.61	1.81	2.21	2.21	3.01	0.4	0.8	2.21	1.2	1.41	1.2	1.41	2.21	2.61	0.6	0.4	1.0	1.2	1.81	0.8	2.01	1.41	2.61	1.81	1.61	2.81	1.2	1.41	0.6	1.61	1.41	1.2	1.0	0.2	3.01	2.01	1.61	0.6	0.4	0.8	2.01	2.01	2.21	0.8	1.81	0.6	2.01	2.61	1.0	1.61	2.01	1.61	1.41	2.61	0.8	1.41	1.81	1.41	0.8	1.0	1.61	1.41	1.0	1.0
T027	-292.18436873747487	185	1562.8205128205136	370.74148296593177	3131.904835311649	98	747.4358974358977	110.22	52.1	28.06	6.01	2.0	0.0	28.06	23.45	24.45	24.05	7.43	8.43	4.22	4.62	4.22	3.01	8.03	6.63	6.83	4.62	4.62	8.23	6.22	6.02	7.43	3.61	14.102564102564106	0.3461538461538461	0.16666666666666666	7.626896912611199	0.2906855049712193	0.21441653584510725	0.2649136577708006	0.22998430141287285	22	10	4	0	0	0	1.2	0.8	0.6	1.2	0.6	2.0	0.8	2.2	1.4	2.2	1.4	3.21	0.6	1.4	1.2	1.2	1.6	1.2	1.0	0.4	2.0	1.0	1.4	1.8	2.81	2.0	2.81	1.2	2.0	0.4	3.61	0.8	1.2	1.0	2.4	1.8	0.8	0.8	0.8	2.0	1.6	0.6	0.8	1.4	2.2	1.8	2.0	2.2	1.2	2.4	2.2	1.8	0.8	2.81	2.0	1.8	0.6	1.4	1.2	1.0	1.6	1.6	1.4	0.2
T032	-267.8929765886288	161	1462.8205128205084	538.4615384615385	4892.376297058557	161	1462.8205128205084	96.99	33.44	6.69	0.0	0.0	0.0	26.42	24.08	23.75	25.75	5.7	7.05	4.36	8.05	4.36	5.37	7.38	4.7	8.05	3.69	2.68	8.05	6.71	5.7	8.05	5.03	16.666666666666664	0.3333333333333333	0.1282051282051282	9.085841694537347	0.2923236184105749	0.20146520146520144	0.25983436853002073	0.2463768115942029	27	10	2	0	0	0	2.34	1.34	1.67	2.01	1.34	0.67	1.0	2.68	2.68	1.34	0.67	2.34	1.0	1.34	1.0	0.33	1.34	1.34	1.0	0.67	1.0	2.01	2.01	1.34	2.01	1.67	1.34	1.34	2.68	2.68	2.01	0.67	0.33	2.01	0.67	1.34	1.34	0.0	2.01	1.67	3.01	0.67	1.67	2.34	1.0	2.34	2.01	2.34	0.67	2.68	3.34	0.67	1.34	2.34	2.34	1.67	1.0	1.67	1.34	0.33	0.67	1.0	1.0	1.34
T041	-281.46214099216706	384	2480.769230769224	501.30548302872063	3238.602128941545	222	1662.8205128205066	107.05	37.86	20.89	11.75	3.92	2.61	30.42	23.63	24.15	21.8	6.8	8.37	7.71	5.36	6.54	5.62	4.31	5.75	7.45	4.44	5.36	5.75	7.45	3.66	5.75	4.18	17.94871794871795	0.3461538461538461	0.10256410256410256	7.490182490182493	0.2380457380457381	0.16314391314391313	0.3241510741510741	0.27465927465927464	36	12	4	2	0	0	1.31	1.7	1.83	1.31	0.91	0.65	0.78	1.17	2.09	2.09	2.87	1.04	1.83	1.17	0.78	0.65	2.35	1.31	1.7	1.04	1.83	1.57	1.31	2.74	2.09	1.57	2.22	1.96	1.96	0.91	2.61	1.7	1.04	1.04	2.35	1.31	1.31	0.65	1.17	1.31	0.39	1.57	2.35	1.04	0.91	1.17	1.57	2.09	0.39	0.65	1.7	1.57	1.04	1.57	1.44	1.57	2.09	1.7	2.22	1.57	0.91	1.7	2.09	1.04
T046	-287.9093198992444	74	265.38461538461536	186.39798488664985	668.4751017244719	52	242.30769230769226	93.2	27.71	2.52	0.0	0.0	0.0	26.2	28.72	24.94	20.15	5.05	7.83	7.83	4.04	6.82	7.83	7.32	4.8	8.33	5.3	4.04	6.82	4.8	5.56	5.3	3.79	10.256410256410255	0.3076923076923077	0.19230769230769232	4.659763313609466	0.2655325443786982	0.2189349112426036	0.2657790927021696	0.2497534516765286	13	4	1	0	0	0	1.76	1.76	2.27	2.52	2.77	0.5	1.01	1.26	2.02	1.76	1.51	2.27	1.76	0.76	1.76	1.01	2.02	1.51	2.77	0.5	1.26	0.76	0.76	2.02	1.01	1.01	1.26	3.02	3.53	0.76	1.51	2.02	1.51	0.76	1.01	1.51	1.26	0.76	1.51	1.01	1.51	0.76	1.01	0.76	1.26	2.27	1.26	2.02	1.26	2.27	3.02	0.76	1.26	1.26	1.51	1.01	1.76	1.26	2.77	1.76	1.01	1.76	0.76	0.5
T104	-263.6604774535809	0	0.0	0.0	0.0	0	0.0	42.44	6.63	1.33	0.0	0.0	0.0	31.03	29.58	24.27	15.12	7.7	11.16	5.18	4.25	8.9	7.44	7.3	3.05	6.64	4.38	5.05	6.64	5.05	3.59	5.31	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	2.39	0.66	3.58	2.25	0.53	0.4	1.19	1.46	3.98	1.19	2.79	2.92	1.86	0.8	1.06	0.66	3.85	0.66	3.32	0.66	1.59	0.66	1.33	1.46	3.05	1.99	2.52	1.46	2.25	0.93	1.86	1.33	0.93	0.0	1.33	0.8	0.13	0.0	0.27	0.8	1.06	0.4	1.19	1.59	1.46	0.8	2.25	2.12	1.46	1.46	2.52	1.86	0.8	1.86	1.46	0.93	1.06	0.93	1.06	1.72	1.06	2.12	1.19	1.33
T044	-290.18036072144287	260	2037.1794871794839	521.0420841683366	4082.524022403776	161	1587.1794871794846	116.23	48.1	20.04	8.02	4.01	0.0	26.05	25.05	22.44	26.45	5.22	8.84	3.61	6.43	4.22	5.62	8.23	5.02	5.82	3.41	4.22	8.23	9.04	5.22	5.62	5.42	19.230769230769234	0.3974358974358974	0.16666666666666666	9.858257684344641	0.3197165153686893	0.22113393852524288	0.2389711737537825	0.2201783723522854	29	14	6	2	1	0	1.6	1.6	1.2	2.2	1.6	0.4	0.6	2.4	2.4	2.2	1.8	2.4	1.0	0.6	0.6	1.2	1.4	1.0	1.2	0.4	3.41	2.0	2.4	1.2	1.8	1.6	1.8	1.4	2.2	1.8	1.2	0.6	1.2	1.0	1.6	1.2	1.4	1.2	2.2	1.4	1.0	2.2	2.0	1.0	1.6	1.6	3.01	2.0	1.0	3.81	1.6	1.8	1.0	2.0	2.0	0.6	0.8	0.6	0.8	1.4	0.6	1.8	1.4	0.8
