num-seq	names-seq	longseq	longwin	nbrBubble	TempDenDG	SomBuLong1	SomSurfCGL1	DenLen1Tem	DenSurf1Tem	LongPlusLongBulle	SurfPlusLongBulle	Den_Reg1	Den_Reg2	Den_Reg3	Den_Reg4	Den_Reg5	Den_Reg6	PcA	PcT	PcG	PcC	PcAA	PcAT	PcAG	PcAC	PcTA	PcTT	PcTG	PcTC	PcGA	PcGT	PcGG	PcGC	PcCA	PcCT	PcCG	PcCC	diffCGMax%Bu	%CMaxBu	%GMinBu	diffCGmoy%	%CMoyBu	%GMoyBu	%AMoyBu	%TMoyBu	Nb_Reg1Bu	Nb_Reg2Bu	Nb_Reg3Bu	Nb_Reg4Bu	Nb_Reg5Bu	Nb_Reg6Bu	PcTTT	PcTTC	PcTTA	PcTTG	PcCTT	PcCTC	PcCTA	PcCTG	PcATT	PcATC	PcATA	PcATG	PcGTT	PcGTC	PcGTA	PcGTG	PcTAT	PcTAC	PcTAA	PcTAG	PcCAT	PcCAC	PcCAA	PcCAG	PcAAT	PcAAC	PcAAA	PcAAG	PcGAT	PcGAC	PcGAA	PcGAG	PcTCT	PcTCC	PcTCA	PcTCG	PcCCT	PcCCC	PcCCA	PcCCG	PcACT	PcACC	PcACA	PcACG	PcGCT	PcGCC	PcGCA	PcGCG	PcTGT	PcTGC	PcTGA	PcTGG	PcCGT	PcCGC	PcCGA	PcCGG	PcAGT	PcAGC	PcAGA	PcAGG	PcGGT	PcGGC	PcGGA	PcGGG	
54	T048	499	422	7	Empty	321	1407.692307692307	643.2865731462925	2821.026668722058	128	741.0256410256402	110.22	36.07	16.03	12.02	10.02	6.01	23.25	25.65	25.25	25.85	4.82	6.02	4.22	6.22	5.62	5.62	7.63	4.62	5.22	6.22	4.42	8.63	5.62	5.62	8.23	5.42	11.53846153846154	0.3076923076923077	0.14102564102564102	5.789262820512822	0.25500801282051283	0.1971153846153846	0.273838141025641	0.27403846153846156	23	5	0	0	0	0	2.0	1.2	2.81	1.2	0.6	0.6	1.4	2.81	3.01	1.2	0.2	1.6	1.6	1.4	1.2	1.8	1.8	2.4	1.0	0.4	1.4	1.6	1.2	1.4	1.4	1.2	1.6	1.8	1.4	1.0	2.2	0.6	1.2	1.2	0.6	1.6	1.0	1.0	1.6	2.61	1.4	1.8	1.2	1.8	2.0	2.2	2.2	1.8	1.8	2.2	1.4	1.8	2.2	2.0	1.4	1.8	1.0	1.2	1.6	0.4	0.8	2.4	0.8	0.6
55	T026	499	422	4	Empty	237	1119.2307692307666	474.94989979959917	2242.947433328189	193	1043.589743589741	114.23	48.1	18.04	6.01	0.0	0.0	25.25	26.25	23.45	25.05	5.82	6.83	4.22	5.82	5.62	6.83	6.63	5.02	5.82	5.02	4.62	7.63	5.42	5.62	7.63	5.02	12.820512820512821	0.3076923076923077	0.14102564102564102	5.4072007439883105	0.2609937558124087	0.20692174837252558	0.24485186661352465	0.28723262920154113	34	15	7	3	0	0	2.0	0.6	3.41	1.8	1.2	1.8	0.8	1.6	3.41	1.2	0.6	1.6	1.4	1.2	0.8	1.2	2.0	1.6	1.6	0.4	0.6	1.2	1.8	1.8	2.2	1.6	2.61	1.4	2.0	1.4	1.8	0.6	0.8	1.0	1.4	1.8	1.2	1.4	1.0	2.81	1.4	1.0	1.8	1.6	2.0	3.01	1.2	1.4	1.8	2.4	1.6	0.8	1.2	2.4	1.6	2.4	0.8	1.0	1.2	1.2	1.2	1.8	1.4	0.4
56	T030	303	226	2	Empty	98	892.3076923076924	323.4323432343234	2944.9098756029452	95	891.0256410256411	112.21	56.11	36.3	29.7	23.1	16.5	31.35	31.35	17.16	20.13	7.28	11.92	4.64	3.31	7.28	8.28	4.3	7.95	4.64	2.65	3.31	5.3	7.95	4.97	3.64	2.98	15.384615384615385	0.2948717948717949	0.10256410256410256	9.379217273954113	0.2615384615384615	0.16774628879892037	0.242914979757085	0.32780026990553307	25	14	11	9	7	5	3.63	2.97	1.98	2.64	1.65	1.65	0.99	0.33	4.62	2.97	2.97	0.99	1.32	0.0	0.99	0.33	3.63	0.0	1.65	1.32	2.64	1.32	1.98	1.98	3.96	0.66	3.96	0.66	0.99	1.32	1.65	0.66	2.31	0.99	2.97	1.32	0.99	0.33	1.65	0.33	0.66	0.33	1.98	0.33	0.99	1.32	1.32	1.65	0.33	1.98	0.99	0.99	0.66	0.66	1.65	0.66	0.66	1.32	1.32	1.32	0.99	1.32	0.66	1.32
57	T012	299	222	3	Empty	141	815.3846153846141	471.5719063545151	2727.038847440181	116	792.307692307691	96.99	16.72	0.0	0.0	0.0	0.0	30.43	26.42	21.4	21.74	9.4	7.72	3.69	5.37	5.7	5.37	9.4	4.36	5.37	5.7	3.02	6.38	5.7	6.04	4.7	4.03	16.666666666666668	0.3717948717948718	0.16666666666666666	6.830238726790452	0.2765251989389921	0.20822281167108755	0.2937665782493369	0.22148541114058354	20	4	0	0	0	0	1.67	0.33	1.67	2.68	1.0	1.67	0.33	2.34	2.34	0.67	2.34	2.34	1.34	1.0	1.34	2.01	1.34	1.0	2.68	0.67	1.0	2.01	2.34	0.33	4.01	2.01	4.01	1.67	1.34	0.33	2.68	1.0	1.67	0.67	1.34	0.67	1.0	1.34	1.34	1.0	1.67	1.0	1.0	1.67	1.67	1.34	2.01	1.34	2.34	2.68	3.34	0.67	1.67	1.0	0.67	1.0	0.33	1.0	1.0	1.34	1.0	1.67	0.33	0.67
58	T021	269	192	2	Empty	190	2156.410256410251	706.3197026022306	8016.395005242568	188	2152.564102564097	133.83	63.2	37.17	22.3	7.43	3.72	28.62	24.54	18.59	28.25	6.72	4.1	5.6	9.33	2.61	6.34	5.22	7.46	6.72	3.36	2.99	5.22	10.07	7.84	4.48	5.22	20.51282051282051	0.358974358974359	0.1282051282051282	11.449809056192036	0.3018276050190944	0.18732951445717402	0.2682760501909438	0.24256683033278778	35	17	10	6	2	1	2.6	2.97	0.74	2.23	2.97	2.6	0.74	1.49	1.49	1.12	0.37	1.12	1.49	0.74	0.74	0.37	0.37	0.37	1.12	0.74	1.49	4.09	2.6	1.49	1.49	1.49	1.86	2.23	0.74	2.97	1.86	1.12	1.49	1.86	2.6	1.49	1.49	0.74	2.6	1.12	3.72	2.6	1.12	1.12	1.12	0.37	2.97	0.74	1.49	1.12	1.49	1.12	0.74	1.12	1.49	1.12	0.74	1.49	2.6	0.74	0.37	1.49	1.12	0.37
59	T083	539	462	5	Empty	341	2588.4615384615354	632.6530612244899	4802.3405166262255	137	1296.153846153844	144.71	76.07	46.38	33.4	20.41	16.7	23.01	23.19	25.97	27.83	5.39	5.2	4.09	7.06	4.09	3.53	6.88	7.62	6.13	6.69	5.58	6.13	6.13	6.69	8.18	5.76	17.948717948717952	0.3717948717948718	0.19230769230769232	9.460976979225155	0.33548568220101066	0.2408759124087591	0.23264083848025452	0.19099756690997569	26	13	9	8	7	6	0.93	1.86	0.74	0.56	0.74	1.67	1.3	2.78	0.93	2.23	0.56	1.48	1.48	1.67	1.48	1.86	1.11	1.3	1.3	0.19	2.23	1.3	1.67	0.93	0.74	2.6	1.3	2.04	0.93	1.86	2.41	0.93	1.67	2.41	2.04	1.3	1.86	1.11	1.3	2.6	2.23	1.48	1.11	2.23	0.56	1.86	1.67	1.86	1.48	0.74	1.86	2.41	2.78	2.23	2.04	1.11	0.37	1.3	0.93	1.48	1.86	1.86	1.3	1.3
60	T080	528	451	7	Empty	75	225.64102564102566	142.04545454545456	427.35042735042737	42	185.8974358974359	100.38	45.45	9.47	1.89	0.0	0.0	23.86	21.21	29.55	25.38	6.07	5.5	3.98	5.88	3.8	3.23	7.21	6.07	6.26	5.69	6.83	9.49	5.31	5.69	10.44	3.61	8.974358974358978	0.34615384615384615	0.24358974358974358	4.426129426129427	0.31013431013431014	0.26587301587301587	0.19597069597069597	0.22802197802197802	12	7	3	1	0	0	0.95	1.33	0.57	1.33	0.57	1.14	0.95	2.84	1.14	2.08	0.95	1.33	1.52	1.14	1.33	1.7	1.33	0.95	1.33	0.19	0.95	1.33	1.33	1.7	1.89	1.7	2.46	1.7	1.33	1.89	2.65	0.38	1.52	0.95	1.52	2.08	0.76	0.38	0.76	2.08	1.14	1.52	1.14	2.08	2.27	1.14	1.89	3.79	0.95	2.08	1.52	2.65	2.08	2.65	2.46	2.84	0.57	1.7	0.38	1.14	2.08	2.65	1.89	1.14
61	T074	783	706	0	Empty	0	0	0.0	0.0	0	0	66.41	20.43	6.39	0.0	0.0	0.0	29.25	32.06	23.24	15.45	6.52	11.0	5.12	3.58	7.67	7.8	9.34	4.6	7.42	6.01	4.09	5.12	4.6	4.6	4.22	1.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55	1.53	2.81	2.43	1.79	0.64	0.38	1.79	3.19	1.53	2.81	3.07	1.79	0.89	1.28	2.04	3.32	1.15	2.3	0.64	1.28	0.64	1.15	1.4	2.81	1.02	2.94	2.04	3.32	0.64	2.43	1.02	0.89	0.89	1.53	1.28	0.51	0.26	0.38	0.89	0.64	0.51	1.28	1.02	2.55	0.38	1.28	0.89	2.43	2.04	2.55	2.3	0.64	1.28	1.28	1.02	1.02	1.28	1.79	0.77	1.92	0.51	1.66	0.51
62	T042	352	275	4	Empty	190	1208.9743589743587	539.7727272727273	3434.586247086246	84	460.2564102564101	147.73	76.7	48.3	34.09	22.73	8.52	24.72	27.27	22.44	25.57	6.55	7.12	3.99	4.56	5.41	5.98	5.41	7.69	4.27	6.27	5.41	6.27	5.98	5.13	7.41	5.7	11.53846153846154	0.32051282051282054	0.15384615384615385	5.479242979242979	0.24496336996336998	0.1901709401709402	0.2793040293040293	0.2855616605616606	22	7	2	0	0	0	2.56	2.56	1.7	0.85	1.7	1.42	0.57	1.42	2.27	2.27	1.14	1.42	1.14	1.42	1.99	1.42	1.42	1.7	1.7	0.57	2.27	1.42	1.7	0.57	2.84	0.85	2.27	1.99	0.57	0.57	2.27	0.85	0.85	2.84	1.99	1.99	1.14	1.42	2.56	1.99	1.42	1.42	0.85	0.85	1.7	1.42	0.57	1.99	1.14	1.42	1.42	1.42	2.27	1.7	0.57	2.56	0.57	1.14	0.57	1.42	2.27	1.7	1.14	0.0
63	T031	589	512	5	Empty	207	1599.999999999997	351.44312393887947	2716.4685908319134	120	1282.0512820512793	89.98	35.65	15.28	6.79	1.7	0.0	28.69	19.35	26.66	25.3	7.65	5.61	5.78	7.48	4.59	4.08	6.12	3.74	5.95	4.42	5.78	8.67	8.5	4.42	7.14	4.93	19.230769230769234	0.38461538461538464	0.1794871794871795	10.683760683760681	0.33525641025641023	0.2284188034188034	0.29594017094017094	0.14038461538461539	21	11	4	2	1	0	0.85	0.85	1.36	1.53	1.19	0.17	0.68	2.38	1.19	1.87	1.02	1.53	1.36	0.85	1.53	0.68	1.19	1.36	1.53	0.51	1.02	1.53	3.57	2.38	1.87	3.4	2.04	1.7	1.53	1.19	2.04	1.19	0.51	0.68	1.53	1.02	1.19	0.34	1.7	2.04	0.51	2.38	2.72	1.7	2.04	1.87	2.38	2.21	0.85	1.87	2.21	1.19	0.85	2.55	1.7	1.87	1.36	1.87	0.68	1.87	1.36	2.21	1.36	1.87
64	T069	322	245	3	Empty	220	1912.8205128205086	683.2298136645962	5940.43637521897	174	1821.7948717948675	136.65	49.69	31.06	21.74	9.32	3.11	23.6	31.37	18.63	26.4	4.98	7.79	3.12	5.61	5.3	8.72	6.23	6.85	4.36	4.98	1.56	7.17	6.85	5.3	7.17	4.98	23.076923076923077	0.3717948717948718	0.1282051282051282	10.470085470085472	0.2690834070144415	0.16438255231358678	0.268788682581786	0.2977453580901857	35	15	10	7	3	1	3.73	1.55	2.8	2.17	1.24	1.24	1.24	1.55	3.42	2.17	0.93	1.24	1.86	1.55	0.31	0.93	1.55	1.24	1.55	0.93	2.8	0.93	1.86	0.62	1.86	1.86	1.86	0.93	1.55	0.93	1.24	0.62	1.86	1.86	1.55	1.55	0.93	1.86	0.62	2.8	1.24	0.0	1.86	2.17	1.24	2.48	2.48	0.62	1.55	1.86	1.86	0.62	1.55	2.8	1.86	0.93	1.24	1.55	0.31	0.0	0.31	0.93	0.31	0.62
65	T033	572	495	0	Empty	0	0	0.0	0.0	0	0	90.91	26.22	13.99	5.24	3.5	0.0	25.52	19.23	33.92	21.33	7.18	3.68	8.41	4.03	4.55	3.33	7.18	3.68	7.01	7.71	8.58	8.06	4.73	4.03	7.18	4.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.7	1.4	1.05	0.52	0.35	0.87	2.27	0.35	0.87	0.7	1.75	2.27	1.75	1.57	1.92	0.7	0.35	2.62	0.87	1.05	0.52	1.05	1.92	1.05	1.57	2.1	4.2	0.87	1.4	3.15	1.4	0.17	1.4	0.87	1.22	0.87	1.05	1.75	1.57	0.52	1.05	0.87	1.57	2.45	1.75	1.05	2.62	2.27	1.92	1.05	1.92	1.57	0.87	2.27	2.45	1.22	2.27	1.57	3.32	2.62	2.97	2.1	2.62
66	T053	588	511	0	Empty	0	0	0.0	0.0	0	0	93.54	35.71	18.71	3.4	0.0	0.0	24.49	20.07	32.65	22.79	6.13	4.09	7.5	5.45	4.09	4.09	7.67	3.75	8.18	6.64	8.01	8.01	4.77	4.6	7.67	4.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0.85	1.53	1.53	1.19	1.02	0.34	2.04	1.02	0.85	0.68	1.53	1.53	1.02	1.53	2.55	0.0	1.36	1.7	1.02	0.85	0.85	1.36	1.7	1.87	1.7	1.36	2.38	1.36	1.53	2.89	2.38	0.68	1.02	1.02	1.02	1.36	1.02	0.68	2.04	1.19	1.53	0.68	2.04	1.36	1.53	2.38	2.55	1.19	1.87	2.04	2.55	1.87	1.87	1.36	2.55	1.02	2.04	2.04	2.04	2.55	2.21	2.38	1.7
67	T019	579	502	0	Empty	0	0	0.0	0.0	0	0	69.08	6.91	0.0	0.0	0.0	0.0	23.14	23.14	32.12	21.59	5.36	6.06	4.84	5.19	3.81	4.84	9.52	3.63	7.09	5.71	7.96	9.52	5.02	5.19	8.13	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38	0.69	2.07	1.73	1.21	0.69	0.35	2.76	1.73	1.55	0.35	2.42	1.55	0.52	1.04	2.59	1.38	1.21	0.86	0.17	1.21	0.86	0.69	2.25	1.21	1.73	1.73	1.38	1.9	1.38	2.76	1.04	0.52	0.52	1.38	1.21	0.35	0.69	0.52	1.55	1.38	0.86	1.04	1.9	2.94	1.04	2.07	3.28	1.73	2.94	1.9	2.94	1.73	1.21	1.55	3.45	0.35	1.55	1.38	1.38	1.9	3.63	2.07	1.73
68	T039	491	414	3	Empty	94	817.9487179487182	191.44602851323828	1665.8833359444363	90	814.1025641025644	112.02	42.77	26.48	16.29	6.11	2.04	19.55	21.79	31.57	27.09	3.88	4.49	5.51	4.9	3.06	4.49	8.57	4.9	7.96	5.71	5.31	11.02	3.88	6.12	10.82	5.31	15.384615384615383	0.32051282051282054	0.16666666666666666	9.045584045584047	0.29045584045584044	0.19999999999999998	0.19116809116809116	0.31837606837606836	27	10	5	3	2	1	0.81	1.63	1.02	1.83	2.04	1.02	0.81	2.24	1.02	1.22	0.81	1.43	1.22	1.02	0.41	2.65	1.63	0.81	0.2	0.41	0.41	0.2	1.02	2.04	0.2	1.63	0.81	1.83	2.24	2.04	2.44	1.02	0.81	1.43	1.02	1.63	2.24	1.02	0.81	2.24	0.61	1.43	0.81	2.04	2.44	2.44	1.22	4.28	0.81	3.05	2.44	2.04	2.44	3.67	2.24	2.24	1.02	2.04	1.63	0.81	1.43	2.04	1.63	1.22
69	T045	499	422	5	Empty	319	2864.1025641025594	639.2785571142284	5739.684497199518	275	2812.8205128205086	116.23	54.11	20.04	12.02	4.01	0.0	27.45	18.84	24.45	29.26	7.23	4.42	4.82	8.03	3.61	3.21	7.63	3.61	6.22	2.81	5.62	9.44	7.43	7.63	6.02	6.83	23.07692307692308	0.38461538461538464	0.14102564102564102	10.228438228438227	0.3223310023310023	0.22004662004662004	0.30303030303030304	0.1545920745920746	43	19	7	4	2	0	0.8	1.6	0.6	1.0	1.4	0.4	1.2	4.61	0.8	1.2	1.2	1.2	1.0	0.4	0.6	0.8	0.8	1.4	1.4	0.0	1.0	1.8	2.2	2.2	1.2	3.21	2.81	2.0	1.4	1.4	2.81	0.6	0.8	1.2	0.8	0.8	1.8	1.2	3.01	1.8	1.6	3.21	1.6	1.6	3.21	2.4	2.0	1.8	0.2	2.61	2.2	2.61	1.0	2.0	1.0	2.0	0.0	2.2	1.6	1.0	1.6	2.61	1.4	0.4
70	T066	480	403	2	Empty	72	278.20512820512823	150.0	579.5940170940171	69	276.92307692307696	66.67	20.83	4.17	0.0	0.0	0.0	33.96	29.58	21.25	15.21	9.6	11.06	6.05	4.8	7.72	6.89	7.72	4.59	7.52	5.22	3.97	3.76	6.47	3.97	2.71	1.88	8.974358974358974	0.23076923076923078	0.1282051282051282	4.013377926421405	0.19230769230769232	0.15217391304347827	0.36046079524340396	0.2950575994054255	9	3	0	0	0	0	2.5	0.83	2.92	2.29	1.25	0.83	0.83	0.83	2.29	2.29	2.5	3.54	2.5	0.62	1.04	0.83	2.71	1.04	3.12	0.62	1.88	1.04	2.5	0.83	3.54	1.88	2.5	2.71	2.71	0.62	2.29	1.67	0.62	0.83	2.5	0.62	0.62	0.21	0.62	0.62	1.04	0.42	1.88	0.83	1.67	0.62	0.83	0.62	1.25	1.67	2.92	1.88	1.25	0.62	0.0	0.83	1.25	0.83	2.92	1.04	1.46	0.62	1.67	0.62
71	T086	699	622	15	Empty	216	891.0256410256407	309.0128755364807	1274.7147940280984	52	508.97435897435884	108.73	38.63	22.89	10.01	5.72	0.0	21.89	25.46	26.9	25.75	5.3	5.73	4.87	4.87	5.01	5.59	7.59	6.16	5.01	6.45	4.58	10.03	5.44	6.45	9.03	3.72	6.410256410256409	0.32051282051282054	0.23076923076923078	3.3530571992110456	0.29659763313609466	0.2630670611439842	0.1711045364891519	0.2692307692307692	11	0	0	0	0	0	1.14	1.57	1.86	1.72	1.57	1.0	1.29	2.58	0.86	1.72	1.29	1.86	2.72	1.72	0.57	1.43	1.72	1.86	1.0	0.43	1.14	0.43	2.15	1.72	1.57	1.72	0.86	1.57	1.29	0.86	1.72	1.14	2.29	1.14	1.0	1.57	0.57	0.86	1.0	1.86	1.29	0.86	1.0	1.57	2.15	1.43	2.43	3.43	1.86	2.86	1.43	1.43	2.15	3.15	1.72	1.57	0.57	2.0	0.86	1.43	1.86	1.57	1.0	0.86
72	T071	761	684	0	Empty	0	0	0.0	0.0	0	0	74.9	24.97	6.57	0.0	0.0	0.0	27.2	28.78	28.25	15.77	6.71	8.16	7.11	2.76	6.71	6.97	8.55	4.21	6.45	7.63	6.58	5.39	5.0	3.68	3.82	3.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0.92	2.76	2.1	0.79	0.53	0.39	1.84	2.23	1.71	1.45	2.76	2.76	0.92	2.1	1.84	2.37	1.18	2.23	0.92	1.18	0.26	1.31	2.23	2.5	0.79	2.23	2.5	2.1	0.53	2.37	1.18	0.66	1.18	1.71	0.66	0.92	0.26	0.92	1.18	0.79	0.66	0.79	0.53	1.31	1.18	1.45	1.45	1.84	1.58	2.1	3.02	0.92	0.79	0.79	1.31	2.23	1.31	1.84	1.58	2.63	1.71	1.58	2.1
73	T072	770	693	0	Empty	0	0	0.0	0.0	0	0	51.95	10.39	1.3	0.0	0.0	0.0	28.57	22.99	31.3	17.14	7.93	5.72	8.71	2.86	4.55	5.46	8.45	2.21	8.32	6.11	7.15	8.97	4.42	3.38	6.24	2.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95	0.65	1.3	2.47	1.04	0.39	0.39	1.56	1.56	0.65	1.3	2.21	1.82	0.52	1.56	2.08	1.56	0.52	1.56	0.78	0.39	0.26	1.82	1.95	2.21	1.17	3.12	3.38	1.43	0.91	3.38	2.47	0.52	0.78	0.52	0.39	0.39	0.26	0.78	1.56	0.52	0.52	0.39	1.43	1.95	1.43	2.6	2.6	1.04	1.56	2.6	3.12	1.69	1.43	1.56	1.43	1.3	2.99	2.08	2.34	1.95	2.86	2.08	0.65
74	T078	812	735	0	Empty	0	0	0.0	0.0	0	0	70.2	20.94	7.39	2.46	1.23	0.0	27.09	20.44	31.53	20.94	5.8	5.43	7.64	5.92	3.45	3.45	8.26	4.32	9.62	5.8	6.78	7.89	5.92	4.81	7.4	2.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	0.99	0.62	1.35	0.74	0.62	0.49	2.83	0.74	1.48	1.11	2.09	1.48	1.11	1.23	1.97	1.23	1.23	0.86	0.12	0.62	0.99	1.23	3.08	1.35	1.85	2.09	1.72	2.22	1.85	2.83	2.59	1.11	0.49	1.6	1.11	0.49	0.25	0.49	1.48	0.62	1.23	1.85	1.97	2.46	0.74	1.72	2.71	0.74	1.97	3.08	2.46	2.46	1.35	1.23	2.22	0.86	2.46	2.59	1.72	1.72	1.97	2.71	1.35
75	T058	730	653	0	Empty	0	0	0.0	0.0	0	0	67.12	17.81	4.11	0.0	0.0	0.0	29.45	24.11	29.45	16.99	7.13	8.5	5.76	5.76	6.31	4.39	9.05	2.88	8.23	6.72	7.96	4.53	5.49	3.02	4.66	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23	0.96	2.05	0.96	0.14	0.0	0.14	2.74	1.92	1.23	2.19	2.88	1.92	0.68	1.64	2.19	1.92	1.78	2.05	0.14	1.1	0.96	1.23	2.19	2.47	1.37	2.05	2.33	2.74	1.64	2.74	1.1	0.68	0.68	1.1	0.41	0.27	0.14	1.64	1.78	0.68	2.05	1.78	1.1	1.37	0.96	0.82	1.37	2.05	0.96	2.47	3.42	0.82	0.41	0.96	2.47	1.64	0.96	1.92	1.23	2.05	2.19	2.88	1.78
76	T059	823	746	8	Empty	59	70.51282051282055	71.68894289185906	85.67778920148305	20	38.46153846153849	64.4	19.44	4.86	0.0	0.0	0.0	20.53	15.19	36.7	27.58	2.07	3.65	6.2	8.64	3.65	2.19	7.18	2.07	7.91	4.62	9.0	12.53	6.93	4.62	11.56	3.89	3.8461538461538503	0.34615384615384615	0.2948717948717949	1.9230769230769218	0.3301282051282051	0.3108974358974359	0.2141025641025641	0.14487179487179488	7	2	0	0	0	0	0.12	0.36	1.34	0.36	0.24	0.24	0.61	3.52	0.61	0.61	0.85	1.58	1.22	0.85	0.85	1.7	1.58	1.34	0.61	0.12	0.61	1.82	0.73	3.77	0.24	1.46	0.0	0.36	1.22	4.01	0.73	1.94	0.73	0.24	0.85	0.24	0.97	0.49	0.97	1.82	0.24	2.07	1.46	4.74	2.67	1.46	3.65	4.37	0.97	1.7	2.67	1.82	1.7	2.31	2.07	5.35	0.73	3.16	0.97	1.34	1.22	5.1	2.19	2.67
77	T060	823	746	0	Empty	0	0	0.0	0.0	0	0	53.46	13.37	1.22	0.0	0.0	0.0	20.66	16.16	38.64	24.54	2.55	3.53	6.33	8.15	3.65	2.55	7.42	1.82	7.79	5.6	11.07	10.95	6.57	3.89	10.58	3.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61	0.61	1.09	0.73	0.36	0.12	0.73	2.67	0.97	0.61	0.73	1.22	1.09	0.49	1.09	2.31	1.46	1.7	0.36	0.0	0.61	1.34	0.97	3.4	0.24	1.7	0.12	0.61	1.09	3.16	1.22	2.19	0.36	0.12	1.09	0.24	0.61	0.24	0.97	1.7	0.73	1.82	1.46	4.13	2.07	1.34	3.04	4.13	1.58	1.58	1.82	2.31	1.46	1.94	1.94	5.1	0.49	2.31	0.97	2.43	1.94	4.98	2.92	3.16
78	T063	739	662	0	Empty	0	0	0.0	0.0	0	0	81.19	17.59	2.71	0.0	0.0	0.0	21.79	29.36	29.09	19.76	4.47	8.27	3.52	3.52	5.28	8.27	7.86	4.74	5.56	5.42	8.54	8.13	4.47	4.2	7.72	2.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98	1.62	2.84	2.3	1.49	0.41	0.41	1.89	3.11	1.62	0.95	2.57	2.17	1.08	1.08	1.08	2.3	0.68	1.22	0.95	1.76	0.81	0.68	1.22	1.35	1.22	1.76	0.95	2.57	0.81	1.62	0.41	1.22	0.95	1.08	1.49	0.95	0.68	0.68	1.08	0.95	0.81	0.68	1.08	1.08	0.95	2.03	3.79	1.08	1.35	1.62	3.79	0.81	1.89	1.89	2.98	0.68	1.08	0.14	1.62	2.84	3.65	1.89	1.35
79	T073	679	602	0	Empty	0	0	0.0	0.0	0	0	76.58	19.15	8.84	1.47	0.0	0.0	24.01	22.68	32.84	20.47	6.34	7.23	5.01	3.39	3.39	4.87	9.88	3.69	6.78	6.64	8.55	9.44	5.46	3.1	7.96	3.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	1.18	1.33	2.06	0.74	0.29	0.15	1.77	1.77	1.03	1.03	3.39	2.06	1.03	0.88	2.5	1.03	0.29	1.47	0.59	1.77	0.29	1.77	1.62	2.36	1.33	1.77	2.06	2.06	1.47	2.36	0.74	0.74	0.59	1.18	1.18	0.74	0.44	1.62	1.18	0.59	0.88	0.74	1.18	1.03	2.06	1.91	3.98	2.06	2.65	1.33	3.68	1.18	1.62	2.06	2.95	1.18	1.33	1.03	1.33	2.06	3.68	2.21	1.18
80	T075	401	324	1	Empty	71	676.923076923077	177.05735660847878	1688.0874736236335	71	676.923076923077	112.22	47.38	14.96	0.0	0.0	0.0	27.93	20.45	28.68	22.94	7.25	6.0	7.75	5.0	5.25	4.0	5.25	5.5	7.75	4.0	7.75	6.75	5.75	5.75	5.75	4.5	15.384615384615387	0.3333333333333333	0.1794871794871795	9.534127843987003	0.3008306247742868	0.20548934633441676	0.2753701697363669	0.2183098591549296	22	10	4	0	0	0	0.5	0.75	2.24	1.0	1.5	1.75	1.0	1.25	1.5	1.75	1.0	1.75	0.75	1.0	1.0	1.25	1.0	1.5	1.75	1.0	1.25	1.5	1.25	1.75	2.49	1.0	1.75	2.99	1.25	1.0	3.49	2.0	1.0	1.5	2.24	0.75	1.75	1.25	1.5	1.0	1.25	1.25	0.75	1.75	1.75	1.5	1.25	2.24	0.5	1.0	2.24	1.5	0.5	1.5	1.25	2.0	1.25	2.0	0.75	3.74	1.75	2.0	3.49	2.0
81	T079	809	732	0	Empty	0	0	0.0	0.0	0	0	84.05	24.72	11.12	6.18	2.47	0.0	19.65	21.26	35.97	23.11	3.34	5.32	6.19	3.71	2.48	4.08	9.41	4.33	7.92	6.44	8.79	11.01	4.7	4.46	9.9	3.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	1.24	0.87	1.85	1.11	0.37	0.37	2.6	1.24	1.73	0.49	1.85	1.61	0.99	0.74	2.84	1.24	0.49	0.74	0.0	0.99	0.74	0.49	2.47	0.87	0.87	1.11	1.11	2.22	1.48	1.61	2.47	0.99	1.11	0.62	1.36	0.37	0.37	0.74	2.6	0.37	1.24	0.37	1.61	2.47	1.36	2.84	3.71	1.36	2.47	1.73	3.58	1.11	3.46	2.22	2.84	1.61	1.36	1.36	1.85	2.22	3.46	2.6	1.73
